IP,Subnet,UDP_Packet_Count,TCP_Packet_Count,ICMP_Packet_Count,Amplification_Factor,Attack_Type
192.168.26.210,same,8,10,2,1,Normal
192.168.174.234,same,10,24,2,1,Normal
192.168.53.154,same,12,14,1,1,Normal
192.168.169.94,same,7,17,6,1,Normal
182.180.172.166,different,281,255,89,2,APDoS
192.168.145.42,same,7,26,6,1,Normal
144.176.215.133,different,411,126,69,7,APDoS
55.90.162.197,different,51,4,4,41,DrDoS
212.52.217.73,different,39,2,3,26,DrDoS
192.168.107.222,same,7,23,2,1,Normal
192.168.225.77,same,27,20,3,1,Normal
238.110.241.155,different,548,9,3,1,DDoS
211.23.26.36,different,26,1,0,48,DrDoS
192.168.165.81,same,9,17,6,1,Normal
128.38.156.108,different,234,223,42,8,APDoS
25.232.73.39,different,577,11,9,1,DDoS
243.92.44.53,different,70,1,2,30,DrDoS
192.168.38.193,same,7,23,7,1,Normal
192.168.229.107,same,8,14,4,1,Normal
231.205.185.65,different,382,421,88,5,APDoS
192.168.205.174,same,14,22,6,1,Normal
164.84.47.231,different,116,5,0,1,DoS
52.21.165.99,different,495,498,12,8,APDoS
192.168.117.39,same,5,19,4,1,Normal
248.127.75.13,different,195,18,2,1,DDoS
48.198.70.156,different,141,2,0,1,DoS
48.28.175.19,different,544,2,8,1,DDoS
192.168.254.148,same,11,16,4,1,Normal
192.168.89.7,same,12,18,3,1,Normal
16.58.20.16,different,318,82,63,5,APDoS
192.168.64.44,same,11,16,7,1,Normal
99.223.71.172,different,684,3,1,1,DDoS
223.41.110.13,different,489,384,60,2,APDoS
192.168.243.161,same,9,19,4,1,Normal
133.52.228.183,different,72,155,85,2,APDoS
192.168.207.93,same,8,26,5,1,Normal
192.168.141.251,same,7,37,4,1,Normal
175.147.160.30,different,214,257,62,9,APDoS
106.73.68.8,different,10,4,1,28,DrDoS
123.200.7.64,different,185,2,9,1,DDoS
116.195.48.166,different,947,8,0,1,DDoS
192.168.156.90,same,9,29,1,1,Normal
214.47.154.124,different,81,0,1,28,DrDoS
196.209.220.23,different,750,15,8,1,DDoS
192.168.199.210,same,9,17,9,1,Normal
135.187.177.67,different,118,12,5,1,DDoS
192.168.26.246,same,9,12,4,1,Normal
236.132.136.129,different,39,3,4,31,DrDoS
192.168.226.219,same,7,26,2,1,Normal
192.168.203.136,same,7,15,5,1,Normal
205.62.82.168,different,131,4,4,1,DoS
192.168.248.115,same,8,15,8,1,Normal
167.188.238.219,different,98,10,9,1,DDoS
192.168.158.139,same,12,25,6,1,Normal
26.134.159.33,different,131,2,3,1,DoS
192.168.223.180,same,12,18,4,1,Normal
170.218.189.12,different,217,6,1,1,DoS
155.7.224.227,different,224,0,1,1,DoS
192.168.237.216,same,14,26,3,1,Normal
175.214.45.80,different,84,14,2,1,DDoS
192.168.33.25,same,4,28,7,1,Normal
192.168.216.155,same,13,23,6,1,Normal
134.95.159.73,different,31,1,4,15,DrDoS
56.84.248.95,different,67,0,3,21,DrDoS
192.168.232.249,same,12,21,5,1,Normal
192.168.173.75,same,12,17,7,1,Normal
192.168.42.51,same,9,21,4,1,Normal
192.168.17.122,same,14,21,5,1,Normal
192.168.93.127,same,16,21,4,1,Normal
192.168.235.166,same,8,20,5,1,Normal
71.165.222.172,different,35,3,2,30,DrDoS
43.236.42.63,different,122,15,4,1,DDoS
35.92.143.83,different,482,10,4,1,DDoS
91.81.58.64,different,922,12,9,1,DDoS
192.168.214.12,same,12,18,6,1,Normal
192.168.18.57,same,8,19,8,1,Normal
192.168.54.53,same,8,19,6,1,Normal
219.194.63.97,different,420,480,30,8,APDoS
44.40.95.180,different,444,4,2,1,DoS
192.168.138.27,same,7,21,2,1,Normal
15.184.4.148,different,279,406,90,2,APDoS
192.168.212.247,same,9,32,5,1,Normal
192.168.185.233,same,3,17,4,1,Normal
192.168.208.115,same,10,10,9,1,Normal
192.168.44.119,same,6,18,10,1,Normal
192.168.177.129,same,6,18,2,1,Normal
192.168.176.243,same,10,18,5,1,Normal
192.168.8.125,same,13,26,5,1,Normal
192.168.106.73,same,7,21,6,1,Normal
192.168.77.30,same,6,12,7,1,Normal
192.168.34.180,same,12,22,6,1,Normal
192.168.194.92,same,6,17,4,1,Normal
94.158.85.207,different,599,4,8,1,DDoS
192.168.37.171,same,7,25,3,1,Normal
192.168.95.18,same,6,15,3,1,Normal
246.159.86.145,different,66,8,4,1,DoS
84.176.83.250,different,715,7,0,1,DDoS
192.168.62.82,same,12,16,7,1,Normal
33.117.36.32,different,92,3,1,1,DoS
108.95.65.9,different,279,5,1,1,DoS
15.6.140.106,different,213,65,50,5,APDoS
192.168.82.17,same,9,21,8,1,Normal
149.149.64.160,different,71,3,1,11,DrDoS
192.168.197.14,same,9,14,1,1,Normal
192.168.86.140,same,8,22,5,1,Normal
192.168.152.157,same,17,17,10,1,Normal
148.143.205.3,different,79,67,68,6,APDoS
192.168.146.26,same,12,24,4,1,Normal
192.168.67.233,same,12,22,7,1,Normal
192.168.134.191,same,11,18,7,1,Normal
192.168.180.55,same,12,21,5,1,Normal
192.168.59.216,same,6,19,8,1,Normal
192.168.127.133,same,11,16,2,1,Normal
38.65.194.188,different,96,9,0,1,DoS
192.168.65.231,same,8,14,4,1,Normal
192.168.75.170,same,13,27,3,1,Normal
192.168.153.201,same,12,23,4,1,Normal
210.13.24.79,different,267,3,4,1,DDoS
199.145.177.20,different,361,1,1,1,DoS
192.168.140.13,same,12,25,4,1,Normal
192.168.131.242,same,15,19,8,1,Normal
100.172.144.171,different,296,1,3,1,DoS
192.168.0.151,same,11,18,8,1,Normal
182.1.87.207,different,57,2,0,16,DrDoS
239.196.0.235,different,68,0,1,33,DrDoS
112.45.186.194,different,964,2,7,1,DDoS
192.168.50.240,same,10,15,3,1,Normal
206.43.174.168,different,336,4,0,1,DoS
171.123.182.16,different,117,424,78,9,APDoS
6.74.180.17,different,410,8,2,1,DoS
100.89.215.246,different,43,3,0,24,DrDoS
192.168.178.53,same,12,20,9,1,Normal
192.168.158.83,same,15,16,8,1,Normal
192.168.81.157,same,4,13,9,1,Normal
152.243.94.94,different,498,434,63,8,APDoS
34.79.218.196,different,132,78,12,8,APDoS
192.168.32.136,same,7,12,8,1,Normal
192.168.160.134,same,9,16,4,1,Normal
192.168.113.220,same,6,23,4,1,Normal
192.168.86.146,same,6,28,6,1,Normal
192.168.186.243,same,11,16,6,1,Normal
43.9.7.239,different,81,2,0,7,DrDoS
192.168.95.48,same,12,19,4,1,Normal
192.168.64.166,same,13,13,4,1,Normal
192.168.188.209,same,12,11,2,1,Normal
192.168.159.25,same,13,12,7,1,Normal
197.219.199.154,different,433,5,3,1,DoS
192.168.102.232,same,6,20,2,1,Normal
192.168.208.222,same,9,24,2,1,Normal
192.168.38.186,same,15,16,5,1,Normal
192.168.118.3,same,8,17,4,1,Normal
192.168.10.93,same,9,23,5,1,Normal
188.96.226.2,different,465,3,1,1,DoS
69.110.79.40,different,33,4,1,44,DrDoS
192.168.152.7,same,12,19,8,1,Normal
192.168.185.231,same,10,15,3,1,Normal
192.168.76.174,same,11,21,10,1,Normal
192.168.237.46,same,13,17,3,1,Normal
11.46.9.61,different,54,1,4,48,DrDoS
192.168.35.191,same,11,19,5,1,Normal
224.109.97.84,different,92,1,3,1,DoS
192.168.108.102,same,8,17,4,1,Normal
158.28.35.241,different,347,78,16,9,APDoS
192.168.181.142,same,11,20,5,1,Normal
192.168.78.139,same,12,15,2,1,Normal
33.179.80.55,different,228,1,0,1,DoS
150.217.124.91,different,47,0,4,9,DrDoS
192.168.109.140,same,14,23,2,1,Normal
192.168.103.137,same,11,12,2,1,Normal
192.168.191.22,same,11,27,5,1,Normal
192.168.208.76,same,17,23,9,1,Normal
192.168.16.159,same,12,25,4,1,Normal
192.168.185.121,same,13,15,9,1,Normal
15.64.70.151,different,15,3,1,30,DrDoS
77.238.114.113,different,382,1,1,1,DDoS
139.100.195.34,different,257,8,1,1,DoS
147.201.136.185,different,487,19,7,1,DDoS
192.168.204.251,same,8,24,7,1,Normal
192.168.173.127,same,9,34,2,1,Normal
192.168.36.178,same,5,25,3,1,Normal
192.168.59.240,same,15,19,6,1,Normal
192.168.6.205,same,7,30,6,1,Normal
80.57.56.87,different,172,0,2,1,DDoS
192.168.27.155,same,10,23,3,1,Normal
15.131.33.62,different,855,16,6,1,DDoS
23.125.19.239,different,489,4,1,1,DoS
192.168.41.57,same,11,26,2,1,Normal
204.208.239.9,different,234,2,0,1,DoS
192.168.75.201,same,7,23,8,1,Normal
192.168.43.190,same,9,17,7,1,Normal
192.168.179.5,same,8,23,6,1,Normal
29.142.131.44,different,370,425,88,8,APDoS
148.9.10.82,different,205,215,89,8,APDoS
179.75.49.234,different,16,3,0,8,DrDoS
192.168.224.83,same,9,20,4,1,Normal
192.168.219.81,same,11,23,3,1,Normal
192.168.184.169,same,7,25,3,1,Normal
192.168.162.247,same,9,14,4,1,Normal
192.168.154.15,same,11,17,4,1,Normal
153.81.108.226,different,478,201,12,3,APDoS
192.168.9.230,same,11,14,3,1,Normal
192.168.196.27,same,10,19,3,1,Normal
192.168.162.250,same,7,25,5,1,Normal
191.75.114.131,different,388,274,56,7,APDoS
135.161.21.84,different,32,3,2,43,DrDoS
192.168.5.151,same,7,24,7,1,Normal
246.217.159.157,different,223,378,87,5,APDoS
25.52.221.237,different,38,2,4,22,DrDoS
81.133.75.166,different,12,2,0,33,DrDoS
192.168.58.206,same,8,11,2,1,Normal
197.156.17.72,different,204,9,1,1,DoS
26.150.4.80,different,155,10,2,1,DDoS
192.168.139.130,same,8,17,7,1,Normal
102.175.129.69,different,288,0,2,1,DoS
192.168.210.143,same,10,22,4,1,Normal
192.168.60.43,same,9,17,6,1,Normal
192.168.106.231,same,10,25,7,1,Normal
192.168.193.8,same,11,24,5,1,Normal
128.82.4.93,different,88,433,75,1,APDoS
192.168.100.141,same,5,23,2,1,Normal
192.168.101.26,same,8,26,4,1,Normal
192.168.243.167,same,13,21,6,1,Normal
66.81.185.167,different,460,5,0,1,DoS
192.168.226.180,same,8,15,6,1,Normal
192.168.37.254,same,12,23,2,1,Normal
192.168.81.156,same,7,17,4,1,Normal
192.168.63.33,same,10,21,10,1,Normal
110.79.141.134,different,219,450,51,5,APDoS
192.168.211.49,same,13,25,6,1,Normal
192.168.3.87,same,12,22,5,1,Normal
192.168.172.31,same,14,19,8,1,Normal
192.168.218.22,same,13,18,3,1,Normal
237.74.137.150,different,528,8,2,1,DDoS
192.168.52.16,same,15,25,2,1,Normal
192.168.131.171,same,13,15,2,1,Normal
155.229.43.158,different,210,6,2,1,DoS
223.253.67.53,different,294,89,69,6,APDoS
138.9.157.138,different,67,3,1,48,DrDoS
192.168.239.211,same,5,28,2,1,Normal
65.111.241.72,different,379,103,52,1,APDoS
95.102.249.187,different,76,4,2,12,DrDoS
5.119.114.219,different,414,9,2,1,DoS
192.168.25.11,same,14,21,8,1,Normal
192.168.149.87,same,13,20,6,1,Normal
192.168.248.251,same,9,24,4,1,Normal
192.168.72.145,same,12,14,5,1,Normal
192.168.20.156,same,6,30,2,1,Normal
159.48.180.39,different,443,442,22,2,APDoS
192.168.214.242,same,9,27,6,1,Normal
192.168.24.167,same,5,17,5,1,Normal
77.212.14.57,different,379,5,8,1,DDoS
125.147.227.30,different,555,9,5,1,DDoS
192.168.254.157,same,10,20,3,1,Normal
192.168.144.129,same,11,22,4,1,Normal
214.154.82.74,different,360,5,9,1,DDoS
192.168.242.67,same,10,21,5,1,Normal
197.252.227.102,different,348,271,69,5,APDoS
206.125.201.11,different,44,4,4,32,DrDoS
58.52.27.42,different,94,0,4,19,DrDoS
165.46.163.115,different,37,1,3,38,DrDoS
119.5.124.170,different,352,6,3,1,DoS
242.24.6.194,different,129,9,1,1,DoS
192.168.112.38,same,6,16,13,1,Normal
11.211.150.173,different,76,14,7,1,DDoS
59.207.108.40,different,27,2,4,46,DrDoS
192.168.37.72,same,11,16,7,1,Normal
192.168.40.98,same,7,24,4,1,Normal
192.168.205.150,same,7,21,6,1,Normal
192.168.6.36,same,13,21,5,1,Normal
192.168.158.248,same,13,17,6,1,Normal
192.168.180.31,same,11,30,2,1,Normal
192.168.127.205,same,12,20,7,1,Normal
192.168.116.91,same,8,25,3,1,Normal
192.168.123.232,same,10,23,6,1,Normal
192.168.44.74,same,7,17,7,1,Normal
192.168.178.29,same,5,19,2,1,Normal
192.168.41.99,same,8,12,6,1,Normal
249.35.204.228,different,82,3,1,24,DrDoS
192.168.163.137,same,13,21,6,1,Normal
192.168.79.200,same,13,11,6,1,Normal
192.168.173.207,same,8,19,8,1,Normal
192.168.65.67,same,9,20,1,1,Normal
192.168.164.108,same,5,20,4,1,Normal
192.168.164.174,same,11,16,3,1,Normal
192.168.239.5,same,9,17,5,1,Normal
192.168.39.187,same,10,16,7,1,Normal
192.168.129.22,same,8,20,5,1,Normal
192.168.133.186,same,7,21,5,1,Normal
192.168.243.10,same,9,20,7,1,Normal
241.73.160.129,different,134,4,0,1,DoS
85.88.211.173,different,378,7,4,1,DoS
164.102.112.252,different,201,1,2,1,DoS
120.128.46.204,different,198,8,6,1,DDoS
68.153.246.238,different,231,12,3,1,DDoS
130.9.187.89,different,28,0,0,20,DrDoS
192.168.131.194,same,7,22,2,1,Normal
192.168.223.213,same,5,11,7,1,Normal
192.168.69.220,same,12,21,4,1,Normal
93.64.118.174,different,359,7,2,1,DoS
192.168.237.7,same,9,22,6,1,Normal
192.168.97.174,same,8,19,2,1,Normal
30.10.207.119,different,203,399,11,2,APDoS
192.168.250.31,same,11,17,5,1,Normal
192.168.41.24,same,10,24,2,1,Normal
233.187.232.6,different,390,283,20,8,APDoS
192.168.78.231,same,8,21,3,1,Normal
192.168.135.17,same,11,22,7,1,Normal
120.217.62.77,different,137,8,0,1,DoS
192.168.3.182,same,9,24,8,1,Normal
251.214.63.77,different,93,0,1,42,DrDoS
192.168.249.61,same,9,16,5,1,Normal
103.235.112.187,different,409,2,6,1,DDoS
8.109.45.194,different,15,1,0,19,DrDoS
54.75.168.48,different,785,5,3,1,DDoS
47.204.116.23,different,251,191,70,3,APDoS
192.168.152.65,same,9,23,4,1,Normal
192.168.108.72,same,10,19,9,1,Normal
192.168.185.205,same,9,24,7,1,Normal
146.29.134.52,different,225,6,3,1,DoS
230.220.225.252,different,62,0,4,22,DrDoS
107.152.90.155,different,21,0,3,11,DrDoS
192.168.198.93,same,13,15,5,1,Normal
192.168.172.82,same,9,16,2,1,Normal
228.53.101.89,different,193,197,56,1,APDoS
192.168.202.161,same,10,22,2,1,Normal
192.168.3.194,same,13,24,2,1,Normal
126.6.157.125,different,832,11,3,1,DDoS
38.174.187.227,different,307,4,2,1,DoS
112.18.93.247,different,80,15,5,1,DDoS
192.168.241.214,same,15,21,5,1,Normal
192.168.47.243,same,9,20,4,1,Normal
131.6.87.86,different,445,404,26,3,APDoS
107.163.144.86,different,50,169,76,3,APDoS
192.168.50.71,same,9,32,3,1,Normal
48.146.25.108,different,47,3,0,14,DrDoS
192.168.60.220,same,12,20,6,1,Normal
122.224.111.239,different,259,1,3,1,DoS
192.168.116.113,same,13,18,3,1,Normal
192.168.71.69,same,10,20,6,1,Normal
230.2.221.121,different,41,2,1,30,DrDoS
226.0.202.133,different,139,55,14,4,APDoS
192.168.210.69,same,17,25,6,1,Normal
192.168.87.184,same,13,23,4,1,Normal
192.168.146.245,same,9,20,6,1,Normal
93.254.77.197,different,33,1,1,49,DrDoS
215.168.98.143,different,64,2,3,42,DrDoS
230.218.210.49,different,198,7,2,1,DoS
148.206.103.163,different,481,2,0,1,DoS
192.168.40.182,same,9,23,3,1,Normal
192.168.89.206,same,14,14,7,1,Normal
124.28.152.40,different,35,0,4,12,DrDoS
192.168.78.228,same,7,27,2,1,Normal
192.168.229.222,same,11,22,5,1,Normal
192.168.10.140,same,7,14,2,1,Normal
192.168.143.113,same,3,22,3,1,Normal
192.168.118.211,same,8,23,3,1,Normal
149.205.152.81,different,238,461,87,4,APDoS
192.168.33.127,same,10,23,4,1,Normal
228.112.233.66,different,279,9,2,1,DoS
147.94.72.131,different,87,247,54,7,APDoS
192.168.216.178,same,8,23,5,1,Normal
192.168.181.117,same,12,22,3,1,Normal
192.168.213.109,same,16,18,5,1,Normal
192.168.17.77,same,10,17,6,1,Normal
192.168.204.186,same,15,22,4,1,Normal
185.122.115.186,different,420,8,0,1,DoS
192.168.197.80,same,10,18,4,1,Normal
253.221.171.68,different,75,3,4,30,DrDoS
192.168.163.220,same,5,22,7,1,Normal
192.168.229.191,same,12,21,3,1,Normal
192.168.31.21,same,7,17,9,1,Normal
188.183.190.136,different,834,10,2,1,DDoS
192.168.120.56,same,4,20,8,1,Normal
192.168.143.197,same,11,17,0,1,Normal
192.168.199.29,same,15,20,3,1,Normal
192.168.211.49,same,16,28,4,1,Normal
192.168.89.72,same,13,9,6,1,Normal
107.65.30.39,different,18,0,1,14,DrDoS
192.168.241.97,same,8,22,1,1,Normal
5.74.44.163,different,772,19,4,1,DDoS
182.238.117.200,different,93,4,0,18,DrDoS
219.160.34.182,different,65,4,4,8,DrDoS
192.168.191.231,same,8,20,6,1,Normal
192.168.239.164,same,8,20,6,1,Normal
192.168.183.17,same,4,22,4,1,Normal
225.48.121.70,different,980,15,8,1,DDoS
192.168.129.252,same,10,19,4,1,Normal
192.168.38.135,same,8,19,3,1,Normal
192.168.124.12,same,8,20,2,1,Normal
67.161.88.169,different,464,216,87,5,APDoS
20.95.224.180,different,144,120,71,5,APDoS
192.168.138.19,same,9,28,5,1,Normal
111.224.220.194,different,75,8,1,1,DoS
192.168.18.10,same,13,23,8,1,Normal
192.168.72.220,same,9,22,6,1,Normal
231.15.94.159,different,22,4,2,43,DrDoS
192.168.147.247,same,7,19,2,1,Normal
192.168.208.166,same,17,22,2,1,Normal
198.105.156.92,different,88,4,3,20,DrDoS
250.200.21.225,different,395,5,2,1,DoS
41.50.166.102,different,419,260,52,5,APDoS
153.93.119.25,different,250,268,33,8,APDoS
192.168.53.230,same,11,12,10,1,Normal
230.57.249.185,different,46,0,4,28,DrDoS
94.178.14.254,different,480,479,39,1,APDoS
192.168.56.177,same,14,14,3,1,Normal
192.168.237.193,same,8,14,6,1,Normal
131.129.21.225,different,284,4,1,1,DoS
192.168.23.27,same,8,22,5,1,Normal
25.102.45.159,different,89,2,3,43,DrDoS
192.168.134.85,same,4,20,7,1,Normal
192.168.145.197,same,8,25,8,1,Normal
25.83.105.241,different,168,9,3,1,DoS
39.90.162.241,different,49,4,2,18,DrDoS
192.168.108.178,same,8,17,5,1,Normal
192.168.142.156,same,13,19,6,1,Normal
192.168.181.86,same,8,14,6,1,Normal
105.224.223.163,different,164,10,1,1,DDoS
217.33.131.197,different,432,498,70,6,APDoS
192.168.76.246,same,8,23,3,1,Normal
192.168.190.147,same,10,26,7,1,Normal
192.168.125.113,same,10,22,4,1,Normal
192.168.229.148,same,9,26,5,1,Normal
192.168.82.34,same,7,24,1,1,Normal
192.168.205.72,same,10,19,3,1,Normal
192.168.39.134,same,9,22,5,1,Normal
253.28.118.119,different,57,6,4,1,DoS
192.168.71.200,same,11,17,4,1,Normal
63.173.134.157,different,106,480,18,9,APDoS
192.168.198.113,same,6,22,5,1,Normal
192.168.235.199,same,12,19,8,1,Normal
192.168.122.207,same,12,25,5,1,Normal
144.129.170.31,different,385,0,4,1,DoS
192.168.53.54,same,11,34,1,1,Normal
192.168.73.73,same,10,18,8,1,Normal
178.214.185.52,different,840,18,5,1,DDoS
192.168.110.158,same,12,25,4,1,Normal
192.168.65.6,same,14,17,7,1,Normal
192.168.155.193,same,7,22,7,1,Normal
192.168.84.227,same,7,19,2,1,Normal
241.74.57.19,different,451,0,2,1,DoS
192.168.107.221,same,6,18,6,1,Normal
192.168.4.192,same,16,28,11,1,Normal
192.168.190.12,same,8,25,6,1,Normal
192.168.248.82,same,6,25,6,1,Normal
192.168.149.31,same,11,13,3,1,Normal
192.168.14.7,same,13,18,13,1,Normal
25.219.35.189,different,120,2,3,1,DoS
192.168.49.184,same,11,9,2,1,Normal
87.32.202.105,different,388,10,3,1,DDoS
192.168.52.113,same,7,11,3,1,Normal
192.168.147.50,same,10,20,8,1,Normal
192.168.133.232,same,9,28,3,1,Normal
192.168.9.162,same,9,17,2,1,Normal
192.168.248.22,same,10,16,2,1,Normal
133.228.43.71,different,86,9,3,1,DoS
192.168.67.113,same,9,19,4,1,Normal
192.168.212.140,same,9,16,3,1,Normal
192.168.228.94,same,8,28,2,1,Normal
192.168.43.253,same,6,18,4,1,Normal
22.210.191.59,different,994,19,4,1,DDoS
192.168.243.182,same,10,18,8,1,Normal
192.168.181.192,same,10,7,9,1,Normal
192.168.9.52,same,11,15,3,1,Normal
192.168.115.138,same,12,22,6,1,Normal
192.168.68.117,same,8,11,4,1,Normal
192.168.246.244,same,17,24,12,1,Normal
224.41.68.185,different,52,4,3,18,DrDoS
51.72.59.199,different,385,205,80,8,APDoS
192.168.49.187,same,11,19,6,1,Normal
192.168.77.59,same,13,13,5,1,Normal
119.197.166.17,different,247,8,2,1,DDoS
192.168.195.16,same,13,21,2,1,Normal
192.168.141.78,same,9,24,6,1,Normal
54.226.108.231,different,369,357,52,7,APDoS
84.53.59.123,different,632,3,9,1,DDoS
192.168.36.49,same,8,29,0,1,Normal
192.168.11.230,same,12,20,5,1,Normal
192.168.133.221,same,18,16,8,1,Normal
66.77.249.232,different,229,431,58,6,APDoS
192.168.225.136,same,6,11,7,1,Normal
192.168.146.230,same,5,27,4,1,Normal
122.208.8.7,different,780,11,0,1,DDoS
192.168.235.136,same,10,26,8,1,Normal
192.168.66.167,same,10,28,8,1,Normal
192.168.150.214,same,9,28,9,1,Normal
192.168.231.145,same,13,22,2,1,Normal
6.157.73.242,different,65,1,0,45,DrDoS
192.168.1.195,same,8,16,4,1,Normal
177.228.72.58,different,412,138,26,6,APDoS
192.168.194.95,same,8,16,5,1,Normal
185.202.161.53,different,499,387,57,9,APDoS
240.205.74.94,different,793,10,3,1,DDoS
252.221.89.94,different,60,1,3,37,DrDoS
192.168.166.208,same,14,17,5,1,Normal
120.71.97.210,different,476,16,9,1,DDoS
123.146.83.52,different,229,1,5,1,DDoS
192.168.125.5,same,6,24,6,1,Normal
211.124.145.222,different,280,388,14,7,APDoS
192.168.215.18,same,7,17,4,1,Normal
192.194.131.40,different,193,9,2,1,DoS
98.199.102.193,different,430,51,54,3,APDoS
193.63.134.35,different,327,15,9,1,DDoS
174.182.202.223,different,64,4,0,26,DrDoS
129.148.236.20,different,78,0,4,1,DoS
131.95.19.81,different,46,0,1,47,DrDoS
170.45.59.96,different,318,80,77,4,APDoS
146.74.105.53,different,451,18,8,1,DDoS
101.194.192.83,different,428,5,9,1,DDoS
192.168.235.81,same,6,11,6,1,Normal
37.183.154.32,different,20,0,1,17,DrDoS
158.253.145.229,different,289,335,99,7,APDoS
192.168.181.4,same,8,23,4,1,Normal
203.154.118.129,different,536,7,8,1,DDoS
192.168.114.168,same,15,24,4,1,Normal
192.168.168.48,same,4,16,4,1,Normal
192.213.180.202,different,117,8,4,1,DoS
192.168.167.200,same,13,32,6,1,Normal
95.21.244.227,different,326,2,4,1,DoS
250.110.208.230,different,64,1,2,45,DrDoS
192.168.10.252,same,7,13,6,1,Normal
183.94.2.28,different,427,3,0,1,DoS
192.168.83.141,same,11,20,9,1,Normal
192.168.236.142,same,8,25,5,1,Normal
192.168.77.71,same,10,21,8,1,Normal
192.168.0.168,same,13,18,4,1,Normal
162.207.54.83,different,309,0,3,1,DoS
99.97.25.103,different,247,0,2,1,DoS
192.168.135.9,same,6,19,10,1,Normal
192.168.19.184,same,11,12,4,1,Normal
192.168.217.83,same,8,14,3,1,Normal
139.250.47.46,different,460,2,3,1,DoS
196.228.181.249,different,92,0,1,44,DrDoS
192.168.113.220,same,9,21,8,1,Normal
192.168.89.163,same,10,18,5,1,Normal
192.168.84.252,same,18,25,5,1,Normal
192.168.123.246,same,11,21,8,1,Normal
170.235.153.18,different,94,0,0,46,DrDoS
192.168.13.183,same,7,17,3,1,Normal
223.103.69.20,different,472,12,1,1,DDoS
192.168.32.6,same,7,27,8,1,Normal
192.168.35.149,same,11,19,5,1,Normal
253.0.30.22,different,85,2,3,16,DrDoS
192.168.128.124,same,8,21,5,1,Normal
192.168.125.10,same,12,18,5,1,Normal
192.168.104.106,same,9,19,4,1,Normal
64.75.218.192,different,156,6,3,1,DoS
246.56.44.120,different,95,4,3,7,DrDoS
192.168.206.11,same,13,19,1,1,Normal
252.61.64.199,different,174,2,1,1,DoS
192.168.43.233,same,7,15,5,1,Normal
98.232.91.73,different,221,239,40,7,APDoS
2.139.185.128,different,65,0,4,33,DrDoS
192.168.17.131,same,6,23,2,1,Normal
192.168.245.184,same,9,15,2,1,Normal
61.190.49.252,different,471,5,3,1,DoS
192.168.62.252,same,7,19,7,1,Normal
192.168.22.125,same,13,20,3,1,Normal
192.168.175.44,same,15,22,6,1,Normal
192.168.233.62,same,9,25,3,1,Normal
192.168.49.224,same,7,18,5,1,Normal
192.168.147.47,same,9,30,10,1,Normal
156.159.92.23,different,282,449,35,1,APDoS
83.54.168.62,different,450,5,1,1,DDoS
192.168.173.55,same,13,22,4,1,Normal
192.168.70.44,same,14,16,10,1,Normal
192.168.193.30,same,13,13,2,1,Normal
16.99.139.204,different,239,83,47,4,APDoS
22.79.87.3,different,818,11,2,1,DDoS
115.208.40.149,different,54,4,1,6,DrDoS
192.168.88.220,same,8,19,2,1,Normal
188.136.43.56,different,308,1,0,1,DoS
192.168.72.141,same,9,20,8,1,Normal
247.185.243.38,different,306,389,14,8,APDoS
192.168.192.237,same,15,25,8,1,Normal
192.168.96.26,same,7,23,4,1,Normal
192.168.110.92,same,10,14,4,1,Normal
184.89.179.153,different,111,322,48,1,APDoS
192.168.186.153,same,14,21,3,1,Normal
30.146.31.221,different,95,3,3,5,DrDoS
26.6.33.164,different,439,4,5,1,DDoS
192.168.234.128,same,10,20,1,1,Normal
192.168.117.79,same,5,20,6,1,Normal
192.168.142.251,same,12,19,5,1,Normal
186.165.242.207,different,477,1,0,1,DoS
174.187.62.95,different,269,350,66,5,APDoS
192.168.143.178,same,16,16,6,1,Normal
192.168.215.11,same,10,23,3,1,Normal
192.168.150.149,same,12,26,2,1,Normal
192.168.83.145,same,9,21,1,1,Normal
192.168.16.253,same,11,16,7,1,Normal
222.120.229.42,different,535,0,5,1,DDoS
198.176.75.145,different,62,1,1,28,DrDoS
192.168.3.170,same,11,26,4,1,Normal
192.168.77.156,same,8,19,9,1,Normal
192.168.78.196,same,18,30,5,1,Normal
192.168.72.72,same,12,25,4,1,Normal
192.168.159.199,same,6,16,4,1,Normal
192.168.119.228,same,15,24,3,1,Normal
192.168.91.59,same,13,23,5,1,Normal
192.168.202.14,same,10,24,5,1,Normal
192.168.34.63,same,19,17,2,1,Normal
188.19.19.177,different,660,3,1,1,DDoS
33.124.63.153,different,118,195,54,4,APDoS
134.90.219.203,different,58,3,3,1,DoS
192.168.245.85,same,12,15,5,1,Normal
20.214.174.147,different,117,126,21,9,APDoS
192.168.78.113,same,14,20,6,1,Normal
192.168.168.235,same,13,15,6,1,Normal
245.237.17.109,different,605,14,4,1,DDoS
192.168.126.121,same,10,19,4,1,Normal
226.31.254.73,different,410,493,10,9,APDoS
212.68.231.237,different,262,4,3,1,DoS
192.168.7.217,same,8,20,5,1,Normal
192.168.107.101,same,9,16,3,1,Normal
123.165.36.245,different,259,76,93,2,APDoS
192.168.71.132,same,10,17,1,1,Normal
192.168.114.68,same,8,22,7,1,Normal
48.141.250.153,different,351,7,1,1,DoS
60.34.229.191,different,29,3,2,6,DrDoS
192.168.97.7,same,3,15,5,1,Normal
192.168.96.228,same,7,22,5,1,Normal
